mean,stddev,timestamp
13876.333333333334,6448.004158745998,2014-08-04T02:00:00.000+02:00
14972.791666666666,6918.6398920361335,2014-08-05T02:00:00.000+02:00
15502.083333333334,6908.1040316469425,2014-08-06T02:00:00.000+02:00
16041.541666666666,6796.8526538558235,2014-08-07T02:00:00.000+02:00
16343.354166666666,6239.6450168039955,2014-08-08T02:00:00.000+02:00
15481.5,5871.335880468482,2014-08-09T02:00:00.000+02:00
12410.604166666666,4958.41437738463,2014-08-10T02:00:00.000+02:00
13268.354166666666,6076.150539818403,2014-08-11T02:00:00.000+02:00
14644.958333333334,6776.9691711828755,2014-08-12T02:00:00.000+02:00
15248.875,6858.430251592377,2014-08-13T02:00:00.000+02:00
15742.1875,6766.865299780417,2014-08-14T02:00:00.000+02:00
16259.875,6307.085349118387,2014-08-15T02:00:00.000+02:00
15507.020833333334,5772.694132963241,2014-08-16T02:00:00.000+02:00
12714.0,4979.156461071473,2014-08-17T02:00:00.000+02:00
13156.4375,6030.001548661633,2014-08-18T02:00:00.000+02:00
14350.395833333334,6701.753272471961,2014-08-19T02:00:00.000+02:00
14876.354166666666,6745.544892236189,2014-08-20T02:00:00.000+02:00
15838.583333333334,6942.984497864636,2014-08-21T02:00:00.000+02:00
15238.4375,5938.478238003797,2014-08-22T02:00:00.000+02:00
14870.479166666666,5799.262451232928,2014-08-23T02:00:00.000+02:00
12100.083333333334,4870.193835250072,2014-08-24T02:00:00.000+02:00
12570.75,5780.637763901732,2014-08-25T02:00:00.000+02:00
13726.0,6431.687462635391,2014-08-26T02:00:00.000+02:00
14656.479166666666,6792.687826954096,2014-08-27T02:00:00.000+02:00
14771.166666666666,6392.715602945421,2014-08-28T02:00:00.000+02:00
14992.5625,5627.166733163247,2014-08-29T02:00:00.000+02:00
13887.625,5114.357049189639,2014-08-30T02:00:00.000+02:00
12527.083333333334,5006.041017986056,2014-08-31T02:00:00.000+02:00
11048.416666666666,5363.470136749288,2014-09-01T02:00:00.000+02:00
14284.979166666666,6740.753760142547,2014-09-02T02:00:00.000+02:00
15405.895833333334,7117.268565958592,2014-09-03T02:00:00.000+02:00
16607.625,7234.804197162255,2014-09-04T02:00:00.000+02:00
18142.458333333332,7361.271710086262,2014-09-05T02:00:00.000+02:00
18421.895833333332,7318.947925323644,2014-09-06T02:00:00.000+02:00
14624.270833333334,6182.2928946893935,2014-09-07T02:00:00.000+02:00
14924.729166666666,6931.508766217677,2014-09-08T02:00:00.000+02:00
15633.9375,7220.8918450953015,2014-09-09T02:00:00.000+02:00
16146.5625,7233.3441455474485,2014-09-10T02:00:00.000+02:00
16694.916666666668,7211.664755526237,2014-09-11T02:00:00.000+02:00
17857.041666666668,7386.5285110825525,2014-09-12T02:00:00.000+02:00
18694.291666666668,7278.566289611539,2014-09-13T02:00:00.000+02:00
14658.354166666666,6172.9522179151145,2014-09-14T02:00:00.000+02:00
14511.458333333334,7027.978526464045,2014-09-15T02:00:00.000+02:00
15422.833333333334,7503.9106806748505,2014-09-16T02:00:00.000+02:00
15621.583333333334,7235.549869070173,2014-09-17T02:00:00.000+02:00
16433.8125,7189.912003889213,2014-09-18T02:00:00.000+02:00
17734.4375,7308.905744877273,2014-09-19T02:00:00.000+02:00
18140.083333333332,7053.057067180713,2014-09-20T02:00:00.000+02:00
12902.541666666666,4963.792741564223,2014-09-21T02:00:00.000+02:00
13755.104166666666,6305.451660943321,2014-09-22T02:00:00.000+02:00
13782.8125,6542.039546821837,2014-09-23T02:00:00.000+02:00
14378.583333333334,6384.5256370328,2014-09-24T02:00:00.000+02:00
15129.229166666666,6548.981893392459,2014-09-25T02:00:00.000+02:00
16681.8125,7119.632794906524,2014-09-26T02:00:00.000+02:00
17975.729166666668,6974.68961176107,2014-09-27T02:00:00.000+02:00
13988.625,5764.516697000713,2014-09-28T02:00:00.000+02:00
13766.208333333334,6546.374497541119,2014-09-29T02:00:00.000+02:00
15042.75,7201.241569961125,2014-09-30T02:00:00.000+02:00
15794.770833333334,7300.069213427592,2014-10-01T02:00:00.000+02:00
16435.25,7232.234958113689,2014-10-02T02:00:00.000+02:00
17571.9375,7074.6073777420415,2014-10-03T02:00:00.000+02:00
17116.354166666668,7019.819205678149,2014-10-04T02:00:00.000+02:00
13444.229166666666,5584.525025002205,2014-10-05T02:00:00.000+02:00
14152.979166666666,6911.397073688867,2014-10-06T02:00:00.000+02:00
15096.354166666666,7283.478776289743,2014-10-07T02:00:00.000+02:00
15747.875,7444.525098452511,2014-10-08T02:00:00.000+02:00
16925.333333333332,7511.86732694266,2014-10-09T02:00:00.000+02:00
17873.375,7165.316389578757,2014-10-10T02:00:00.000+02:00
18853.770833333332,7006.330603164065,2014-10-11T02:00:00.000+02:00
14600.4375,5637.225143202956,2014-10-12T02:00:00.000+02:00
13457.354166666666,6564.33671031318,2014-10-13T02:00:00.000+02:00
14921.354166666666,7160.274360277708,2014-10-14T02:00:00.000+02:00
15834.354166666666,7379.923419684501,2014-10-15T02:00:00.000+02:00
17074.25,7616.583551698227,2014-10-16T02:00:00.000+02:00
18018.958333333332,7321.990901673149,2014-10-17T02:00:00.000+02:00
18997.125,7279.592172423432,2014-10-18T02:00:00.000+02:00
15040.75,6424.936918309419,2014-10-19T02:00:00.000+02:00
14358.5,6941.938723011214,2014-10-20T02:00:00.000+02:00
15415.208333333334,7450.874947788926,2014-10-21T02:00:00.000+02:00
15952.958333333334,7313.481747760276,2014-10-22T02:00:00.000+02:00
16758.979166666668,7429.168821781847,2014-10-23T02:00:00.000+02:00
17959.604166666668,7370.685342249416,2014-10-24T02:00:00.000+02:00
18463.458333333332,7180.22620386381,2014-10-25T02:00:00.000+02:00
14734.434782608696,5761.238384052026,2014-10-26T02:00:00.000+02:00
14227.416666666666,6853.768793427371,2014-10-27T01:00:00.000+01:00
14969.416666666666,7113.685661809598,2014-10-28T01:00:00.000+01:00
15643.166666666666,7343.105060468495,2014-10-29T01:00:00.000+01:00
16456.729166666668,7349.430632859686,2014-10-30T01:00:00.000+01:00
17755.104166666668,7195.964519916505,2014-10-31T01:00:00.000+01:00
20508.854166666668,6746.826658289329,2014-11-01T01:00:00.000+01:00
15006.291666666666,7398.533790795721,2014-11-02T01:00:00.000+01:00
14297.354166666666,6791.280772540009,2014-11-03T01:00:00.000+01:00
14601.104166666666,6877.183343026363,2014-11-04T01:00:00.000+01:00
15436.708333333334,7130.694537979568,2014-11-05T01:00:00.000+01:00
16389.75,7318.2301764083395,2014-11-06T01:00:00.000+01:00
17412.666666666668,7590.4707737646895,2014-11-07T01:00:00.000+01:00
18904.9375,7390.39392727248,2014-11-08T01:00:00.000+01:00
15176.5625,6006.088562933274,2014-11-09T01:00:00.000+01:00
14055.229166666666,6698.781376122722,2014-11-10T01:00:00.000+01:00
13786.25,6614.062071458538,2014-11-11T01:00:00.000+01:00
15247.895833333334,7201.440465361946,2014-11-12T01:00:00.000+01:00
16091.770833333334,7341.677651163887,2014-11-13T01:00:00.000+01:00
17450.25,7570.15622678108,2014-11-14T01:00:00.000+01:00
18472.583333333332,7289.517851239963,2014-11-15T01:00:00.000+01:00
14995.5,6041.625288584153,2014-11-16T01:00:00.000+01:00
13788.479166666666,6411.471378209474,2014-11-17T01:00:00.000+01:00
15567.833333333334,7635.849160189266,2014-11-18T01:00:00.000+01:00
15664.395833333334,7253.880744901922,2014-11-19T01:00:00.000+01:00
15960.5625,7262.523712654004,2014-11-20T01:00:00.000+01:00
17522.958333333332,7495.966157642711,2014-11-21T01:00:00.000+01:00
18738.229166666668,7375.848005309565,2014-11-22T01:00:00.000+01:00
14541.1875,5868.3997552569635,2014-11-23T01:00:00.000+01:00
13705.541666666666,6304.154708917891,2014-11-24T01:00:00.000+01:00
14203.1875,6276.198214518525,2014-11-25T01:00:00.000+01:00
14983.104166666666,6091.047379589802,2014-11-26T01:00:00.000+01:00
10745.479166666666,3745.419807107292,2014-11-27T01:00:00.000+01:00
13125.979166666666,6806.863615216078,2014-11-28T01:00:00.000+01:00
14841.958333333334,6763.656457795443,2014-11-29T01:00:00.000+01:00
12766.9375,5160.958266645177,2014-11-30T01:00:00.000+01:00
13761.25,6647.876799111894,2014-12-01T01:00:00.000+01:00
15075.104166666666,7287.775968248924,2014-12-02T01:00:00.000+01:00
15103.583333333334,6844.965945964848,2014-12-03T01:00:00.000+01:00
15987.875,6922.178351716947,2014-12-04T01:00:00.000+01:00
17490.979166666668,7239.786133227683,2014-12-05T01:00:00.000+01:00
18711.8125,7644.3185540363975,2014-12-06T01:00:00.000+01:00
15757.9375,6578.022041216801,2014-12-07T01:00:00.000+01:00
14874.020833333334,7085.400601265098,2014-12-08T01:00:00.000+01:00
14964.229166666666,6815.081324313272,2014-12-09T01:00:00.000+01:00
15371.145833333334,6932.2737665231325,2014-12-10T01:00:00.000+01:00
16310.479166666666,7006.1519106640435,2014-12-11T01:00:00.000+01:00
17519.5625,6901.598500952592,2014-12-12T01:00:00.000+01:00
18322.041666666668,7125.946697713399,2014-12-13T01:00:00.000+01:00
15105.1875,6021.73666070713,2014-12-14T01:00:00.000+01:00
14152.75,6474.105933509111,2014-12-15T01:00:00.000+01:00
15150.208333333334,6970.663889620324,2014-12-16T01:00:00.000+01:00
15835.625,6976.334731212007,2014-12-17T01:00:00.000+01:00
16780.9375,7157.838020217433,2014-12-18T01:00:00.000+01:00
18043.25,7063.018764227502,2014-12-19T01:00:00.000+01:00
17964.583333333332,6936.973366120812,2014-12-20T01:00:00.000+01:00
14540.354166666666,5815.703676673691,2014-12-21T01:00:00.000+01:00
13427.791666666666,6256.831320120411,2014-12-22T01:00:00.000+01:00
13496.520833333334,5878.069852515033,2014-12-23T01:00:00.000+01:00
12500.104166666666,5607.989465038452,2014-12-24T01:00:00.000+01:00
7720.8125,3488.9596489757314,2014-12-25T01:00:00.000+01:00
10680.958333333334,5640.70882054968,2014-12-26T01:00:00.000+01:00
12359.125,5500.995103886087,2014-12-27T01:00:00.000+01:00
11655.666666666666,4529.574036303481,2014-12-28T01:00:00.000+01:00
12344.270833333334,6014.64226042026,2014-12-29T01:00:00.000+01:00
13797.770833333334,6515.500010987164,2014-12-30T01:00:00.000+01:00
15212.4375,7716.978388126996,2014-12-31T01:00:00.000+01:00
13652.25,6177.3502565007075,2015-01-01T01:00:00.000+01:00
13017.9375,6554.025472152795,2015-01-02T01:00:00.000+01:00
15082.4375,6581.706326342995,2015-01-03T01:00:00.000+01:00
11286.479166666666,4785.096668534115,2015-01-04T01:00:00.000+01:00
12530.75,6163.905485143914,2015-01-05T01:00:00.000+01:00
13188.5,6503.126923813962,2015-01-06T01:00:00.000+01:00
14774.791666666666,7442.8171798516605,2015-01-07T01:00:00.000+01:00
15657.229166666666,7612.946618948606,2015-01-08T01:00:00.000+01:00
16041.020833333334,7736.9645361471885,2015-01-09T01:00:00.000+01:00
18698.458333333332,8036.047398159185,2015-01-10T01:00:00.000+01:00
14162.375,6047.684324282329,2015-01-11T01:00:00.000+01:00
13618.583333333334,6566.486935474621,2015-01-12T01:00:00.000+01:00
15301.25,7589.680343954168,2015-01-13T01:00:00.000+01:00
15094.9375,7123.282758063853,2015-01-14T01:00:00.000+01:00
15570.395833333334,7341.44272081183,2015-01-15T01:00:00.000+01:00
16990.645833333332,7710.682676649471,2015-01-16T01:00:00.000+01:00
17319.666666666668,7077.3087995347205,2015-01-17T01:00:00.000+01:00
14871.979166666666,6235.958628858384,2015-01-18T01:00:00.000+01:00
11815.895833333334,5739.306049087176,2015-01-19T01:00:00.000+01:00
13832.291666666666,6920.820975646629,2015-01-20T01:00:00.000+01:00
14714.3125,7147.402173967557,2015-01-21T01:00:00.000+01:00
15582.6875,7498.726366059233,2015-01-22T01:00:00.000+01:00
16704.0625,7378.366501472612,2015-01-23T01:00:00.000+01:00
16694.020833333332,7041.947985116663,2015-01-24T01:00:00.000+01:00
13693.270833333334,5891.914610392151,2015-01-25T01:00:00.000+01:00
7576.791666666667,5910.991683218477,2015-01-26T01:00:00.000+01:00
5028.583333333333,4337.247464392121,2015-01-27T01:00:00.000+01:00
13118.375,6746.468020379257,2015-01-28T01:00:00.000+01:00
14848.291666666666,6996.14882801666,2015-01-29T01:00:00.000+01:00
17168.229166666668,7974.543858734234,2015-01-30T01:00:00.000+01:00
18448.630434782608,7663.650056841048,2015-01-31T01:00:00.000+01:00
